game;time;subject;group;grSubject;type;profit;penalty;x;s1;s2;s3
36;36;1;1;1;9;6.020378285106416;0.4087222222222213;31.66666666666667;95;-10.5;30.5
36;37;1;1;1;9;6.812135895016201;0.5363333333333329;32.33333333333334;95;0;20
36;38;1;1;1;9;6.834580339460645;0.5138888888888892;45;95;1;19
36;39;1;1;1;9;7.072120872977575;0.388888888888889;45;80;20;15
36;40;1;1;1;9;7.431126158259734;0.2064999999999996;46.66666666666666;80;10;25
36;41;1;1;1;9;7.474903936037512;0.1627222222222219;49.33333333333334;78;10;27
36;42;1;1;1;9;6.626048192965159;0.4509097222222227;49.33333333333334;78;5;32
36;43;1;1;1;9;6.926077141140342;-0.4840277777777788;41.08333333333334;80;5;30
36;44;1;1;1;9;6.836878310904432;-0.07916666666666705;32.5;80;5;30
36;45;1;1;1;9;8.359052742984366;-0.2555555555555554;36.66666666666666;80;0;35
36;46;1;1;1;9;7.488787539644242;-0.02777777777777779;56.66666666666666;80;5;30
36;47;1;1;1;9;7.124655572178142;0.4472222222222226;46.66666666666666;80;5;30
36;48;1;1;1;9;7.191414473789283;-0.3418402777777785;48.33333333333334;80;5;30
36;49;1;1;1;9;7.681274965206589;0.4222222222222223;37.91666666666666;85;5;25
36;50;1;1;1;9;7.631145747868607;0.05000000000000049;56.66666666666666;90;25;0
36;51;1;1;1;9;7.632988905511476;-0.06111111111111089;50;90;0;25
36;52;1;1;1;9;7.631145747868607;0.05000000000000049;48.33333333333334;85;0;30
36;53;1;1;1;9;7.667256858979719;0.01388888888888951;50;90;0;25
36;54;1;1;1;9;7.284620872977575;0.1763888888888889;50;90;0;25
36;55;1;1;1;9;7.326044461067031;0.2458333333333334;46.66666666666666;90;0;25
36;56;1;1;1;9;7.36493334995592;0.2069444444444446;48.33333333333334;90;5;20
36;57;1;1;1;9;7.317287539644242;0.1437222222222223;48.33333333333334;90;0;25
36;58;1;1;1;9;8.150786733980386;0.1156111111111111;46.66666666666666;90;0;25
36;59;1;1;1;9;8.481346808612326;-0.07500000000000001;59.33333333333334;80;0;35
36;60;1;1;1;9;7.057711644237764;-0.2999999999999996;61.66666666666666;80;0;35
36;61;1;1;1;9;6.820211644237764;-0.0625;36.66666666666666;80;0;35
36;62;1;1;1;9;6.737878704385565;-0.6277777777777791;36.66666666666666;70;27.5;17.5
36;63;1;1;1;9;6.725725926607787;-0.6156250000000003;28.33333333333333;80;35;0
36;64;1;1;1;9;6.784532098647712;-0.2781250000000002;28.33333333333333;70;16.25;28.75
36;65;1;1;1;9;7.344457312584911;0.09418055555555527;33.33333333333334;85;16.25;13.75
36;66;1;1;1;9;7.446550883641686;0.1692222222222226;46.33333333333334;85;16.25;13.75
36;67;1;1;1;9;7.449591116638674;0.253222222222222;49;90;0;25
36;68;1;1;1;9;8.061266932007422;0.3053333333333333;50.33333333333334;93;0;22
36;69;1;1;1;9;7.664590632662452;0.2305555555555557;61;93;2;20
36;70;1;1;1;9;7.180454206310909;0.2805555555555555;53.33333333333334;90;0;25
36;71;1;1;1;9;7.186009761866464;0.2749999999999999;46.66666666666666;90;0;25
