game;time;subject;group;grSubject;type;profit;penalty;x;s1;s2;s3
36;1;1;1;1;9;6.380836472389306;-0.4031000000000004;0;0;0;0
36;2;1;1;1;9;6.598597275646386;1.082548472222221;26.73333333333333;38.3;38.35;38.35
36;3;1;1;1;9;7.236126101937416;0.3137083333333337;50;115;1.424999999999997;-1.425000000000004
36;4;1;1;1;9;8.925081723409566;-0.23720703125;48;89;-15.75;41.75
36;5;1;1;1;9;6.953187790204177;0.6844383680555557;66.47916666666667;95;-11.25;31.25
36;6;1;1;1;9;7.054092433402215;0.2488749999999997;49.33333333333334;105;-11.5625;21.5625
36;7;1;1;1;9;7.650495831921621;0.2933172743055558;44.33333333333334;90;11.75;13.25
36;8;1;1;1;9;8.0660257144119;-0.3970948893229169;54.10416666666666;93;10.25;11.75
36;9;1;1;1;9;6.472330674913192;0.5276693250868076;49.8125;90;5.671875;19.328125
36;10;1;1;1;9;6.958047480183431;-0.07812500000000044;40;95;-17.359375;37.359375
36;11;1;1;1;9;7.031532622389641;-1.059375000000001;38.33333333333334;90;31.25;-6.25
36;12;1;1;1;9;7.073740703077327;-1.387500000000001;26.66666666666667;80;36.25;-1.25
36;13;1;1;1;9;7.109657622389642;-1.137500000000002;23.33333333333333;70;22.5;22.5
36;14;1;1;1;9;7.005577785172864;-0.7472500000000011;26.66666666666667;80;17.5;17.5
36;15;1;1;1;9;6.371508319875257;-0.4695312499999998;30.16666666666667;83;16;16
36;16;1;1;1;9;7.197725608979718;0.4834201388888897;25.83333333333333;40;31.875;43.125
36;17;1;1;1;9;8.170542560392864;-1.773114691840275;50;90;21.875;3.125
36;18;1;1;1;9;7.318693246684726;0.4701877170138895;31.92708333333333;90;7.5;17.5
36;19;1;1;1;9;7.189131858979719;0.4920138888888892;51.66666666666666;90;5.78125;19.21875
36;20;1;1;1;9;7.238787539644242;0.2222222222222222;50;90;11.25;13.75
36;21;1;1;1;9;7.265135895016202;0.08333333333333337;46.66666666666666;80;10;25
36;22;1;1;1;9;7.177427168020874;-0.05937500000000007;45;80;5;30
36;23;1;1;1;9;6.965102617236902;0.2690755208333335;41.66666666666666;75;11.25;28.75
36;24;1;1;1;9;6.657600047203662;0.5187500000000003;43.33333333333334;80;20;15
36;25;1;1;1;9;7.211027358488577;-0.5777777777777775;42.5;90;-15;40
36;26;1;1;1;9;6.106975926607786;0.003125000000000267;35;80;-15;50
36;27;1;1;1;9;6.218185147521772;-0.531944444444445;28.33333333333333;80;3.75;31.25
36;28;1;1;1;9;5.264018480855104;0.4222222222222223;23.33333333333333;70;2.5;42.5
36;29;1;1;1;9;6.502156088682209;0.2555555555555551;23.33333333333333;70;0;45
36;30;1;1;1;9;6.376942442842844;-0.1319444444444455;36.66666666666666;80;-15;50
36;31;1;1;1;9;6.341033591294542;0.5388888888888892;30;90;-22.5;47.5
36;32;1;1;1;9;6.940621612465318;0.1774305555555562;38.33333333333334;80;22.5;12.5
36;33;1;1;1;9;-9993.650488112713;9999.895486111111;41.66666666666666;80;-8.75;43.75
36;34;1;1;1;9;6.45294109423638;0.3293888888888881;30;80;-13.75;48.75
36;35;1;1;1;9;-9993.616902287875;9999.993944444444;37;100;-10;25
