game;time;subject;group;grSubject;type;profit;penalty;x;s1;s2;s3
36;1;3;1;3;1;6.478516985509603;0.1685375000000001;0;0;0;0
36;2;3;1;3;1;6.334175088980144;0.8902049305555573;43.18333333333334;21.9;21.9;71.2
36;3;3;1;3;1;7.66464792790354;-0.03247916666666684;51.19166666666666;0;0;115
36;4;3;1;3;1;6.520487965487714;0.5092109375000001;57.25;20;5;90
36;5;3;1;3;1;7.015661922867333;-0.7026462673611109;48.41666666666666;37.4375;-12.4375;90
36;6;3;1;3;1;6.265421135481704;-0.1758124999999999;38.85416666666666;23;17;75
36;7;3;1;3;1;5.902051629673926;0.1187456597222221;36.08333333333334;23;17;75
36;8;3;1;3;1;6.27860467414704;1.077302815755209;35.25;28.3125;16.6875;70
36;9;3;1;3;1;7.896813895422001;-1.970618516710069;53.109375;18.4375;-18.4375;115
36;10;3;1;3;1;4.982198362938734;-0.4453125000000007;34.11979166666666;25;25;65
36;11;3;1;3;1;4.989884924070966;1.248437500000001;19.58333333333333;25;25;65
36;12;3;1;3;1;6.149738389215936;0.6937500000000005;37.91666666666666;0;0;115
36;13;3;1;3;1;6.15186505121865;0.568750000000001;45.83333333333334;0;0;115
36;14;3;1;3;1;6.151049259345505;0.7167500000000002;44.16666666666666;0;0;115
36;15;3;1;3;1;6.544762349190252;-0.125390625;46.16666666666666;0;0;115
36;16;3;1;3;1;5.75384788556123;0.05203993055555489;40.20833333333334;25;25;65
36;17;3;1;3;1;4.37324468256798;4.764588758680554;32.70833333333334;25;25;65
36;18;3;1;3;1;6.182493706168115;-0.2042344835069448;82.5;-29.21875;-55.78125;200
36;19;3;1;3;1;6.142662701848745;0.0956597222222223;34.73958333333334;30;30;55
36;20;3;1;3;1;6.593441094236379;0.188888888888889;37.91666666666666;20;30;65
36;21;3;1;3;1;6.548996649791935;0.2333333333333335;45;20;20;75
36;22;3;1;3;1;6.414884924070967;-0.1765625000000002;45;15;20;80
36;23;3;1;3;1;6.706992239644045;1.089908854166667;37.91666666666666;25;20;70
36;24;3;1;3;1;8.016964099741124;0.5562500000000001;59.79166666666666;0;0;115
36;25;3;1;3;1;7.49725778330534;0.2055555555555557;72.5;0;0;115
36;26;3;1;3;1;6.293390692102608;0.1421874999999995;58.33333333333334;0;0;115
